Datetime,Open,High,Low,Close,Adj Close,Volume
2022-03-01 00:00:00+00:00,43194.8359375,43549.796875,43194.8359375,43507.12890625,43507.12890625,996782080
2022-03-01 01:00:00+00:00,43521.34765625,43561.90234375,43279.51171875,43279.51171875,43279.51171875,0
2022-03-01 02:00:00+00:00,43277.53125,43277.53125,43061.08203125,43140.046875,43140.046875,515710976
2022-03-01 03:00:00+00:00,43143.8828125,43143.8828125,42952.5859375,43109.265625,43109.265625,139329536
2022-03-01 04:00:00+00:00,43121.61328125,43323.9921875,43110.5546875,43321.12109375,43321.12109375,623972352
2022-03-01 05:00:00+00:00,43314.640625,43332.80078125,43186.40625,43202.83203125,43202.83203125,70135808
2022-03-01 06:00:00+00:00,43201.375,43411.6171875,43072.1328125,43411.6171875,43411.6171875,105054208
2022-03-01 07:00:00+00:00,43402.75,43501.65625,43334.84765625,43433.3828125,43433.3828125,0
2022-03-01 08:00:00+00:00,43436.171875,43530.53125,43382.62890625,43432.69140625,43432.69140625,212996096
2022-03-01 09:00:00+00:00,43469.33984375,43469.33984375,43184.56640625,43232.7421875,43232.7421875,285802496
2022-03-01 10:00:00+00:00,43227.77734375,43473.69921875,42983.21484375,43473.69921875,43473.69921875,787972096
2022-03-01 11:00:00+00:00,43484.90625,43661.97265625,43443.8125,43537.58203125,43537.58203125,814211072
2022-03-01 12:00:00+00:00,43542.51171875,44543.99609375,43542.51171875,44543.99609375,44543.99609375,2484015104
2022-03-01 13:00:00+00:00,44533.390625,44765.890625,44494.41015625,44582.14453125,44582.14453125,1621868544
2022-03-01 14:00:00+00:00,44489.46484375,44582.31640625,43929.0625,43968.828125,43968.828125,0
2022-03-01 15:00:00+00:00,43903.0703125,43994.34375,43478.15625,43613.50390625,43613.50390625,0
2022-03-01 16:00:00+00:00,43629.5390625,43903.8828125,43307.953125,43347.03515625,43347.03515625,0
2022-03-01 17:00:00+00:00,43395.67578125,43735.26171875,43345.0703125,43622.92578125,43622.92578125,186560512
2022-03-01 18:00:00+00:00,43645.609375,43821.234375,43504.79296875,43820.8359375,43820.8359375,0
2022-03-01 19:00:00+00:00,43809.4609375,43971.2109375,43710.55859375,43728.25,43728.25,0
2022-03-01 20:00:00+00:00,43735.3125,44023.84375,43735.3125,44023.84375,44023.84375,0
2022-03-01 21:00:00+00:00,44043.01171875,44149.609375,43800.23828125,43844.609375,43844.609375,196935680
2022-03-01 22:00:00+00:00,43860.0859375,44149.1015625,43797.953125,44149.1015625,44149.1015625,0
2022-03-01 23:00:00+00:00,44142.3046875,44397.76171875,44091.68359375,44346.98828125,44346.98828125,0
2022-03-02 00:00:00+00:00,44357.6171875,44553.87109375,44015.51171875,44203.4296875,44203.4296875,0
2022-03-02 01:00:00+00:00,44201.94140625,44341.546875,43896.875,43993.6953125,43993.6953125,0
2022-03-02 02:00:00+00:00,43993.05078125,44159.0625,43914.12109375,44159.0625,44159.0625,0
2022-03-02 03:00:00+00:00,44153.2109375,44490.77734375,44116.26953125,44370.24609375,44370.24609375,784017408
2022-03-02 04:00:00+00:00,44363.35546875,44455.3828125,44265.16796875,44273.2109375,44273.2109375,304357376
2022-03-02 05:00:00+00:00,44263.10546875,44319.80078125,44135.90234375,44279.015625,44279.015625,259162112
2022-03-02 06:00:00+00:00,44278.40625,44313.2265625,43945.46875,43945.46875,43945.46875,0
2022-03-02 07:00:00+00:00,43952.984375,43966.3671875,43743.7578125,43913.2734375,43913.2734375,291940352
2022-03-02 08:00:00+00:00,43978.4296875,44204.37890625,43863.640625,43936.08203125,43936.08203125,176480256
2022-03-02 09:00:00+00:00,43904.8359375,44040.1015625,43853.50390625,43944.19140625,43944.19140625,217053184
2022-03-02 10:00:00+00:00,43945.64453125,44248.71875,43941.9296875,44146.3125,44146.3125,382976
2022-03-02 11:00:00+00:00,44155.265625,44204.00390625,44064.41015625,44114.421875,44114.421875,0
2022-03-02 12:00:00+00:00,44115.95703125,44235.16796875,43888.58203125,44005.8671875,44005.8671875,0
2022-03-02 13:00:00+00:00,44003.56640625,44005.35546875,43432.8515625,43479.70703125,43479.70703125,0
2022-03-02 14:00:00+00:00,43524.42578125,44703.5546875,43524.42578125,44644.7578125,44644.7578125,831041536
2022-03-02 15:00:00+00:00,44796.2734375,45077.578125,44082.3671875,44160.31640625,44160.31640625,2131683328
2022-03-02 16:00:00+00:00,44154.5078125,44412.47265625,44120.26953125,44282.96875,44282.96875,0
2022-03-02 17:00:00+00:00,44267.36328125,44362.55078125,43840.15234375,43840.15234375,43840.15234375,0
2022-03-02 18:00:00+00:00,43820.15234375,43937.24609375,43628.63671875,43630.8125,43630.8125,31975424
2022-03-02 19:00:00+00:00,43629.86328125,43762.66015625,43489.71484375,43729.921875,43729.921875,168560640
2022-03-02 20:00:00+00:00,43704.2578125,43821.45703125,43702.578125,43808.40234375,43808.40234375,0
2022-03-02 21:00:00+00:00,43808.5859375,43900.68359375,43780.00390625,43900.68359375,43900.68359375,0
2022-03-02 22:00:00+00:00,44022.66015625,44192.71484375,43980.71875,44112.7265625,44112.7265625,129357824
2022-03-02 23:00:00+00:00,44108.88671875,44147.57421875,43903.9921875,43932.7109375,43932.7109375,0
2022-03-03 00:00:00+00:00,43928.76953125,44017.53125,43747.33984375,44017.53125,44017.53125,0
2022-03-03 01:00:00+00:00,44012.75,44012.75,43762.36328125,43840.328125,43840.328125,0
2022-03-03 02:00:00+00:00,43840.1875,43851.28125,43687.86328125,43806.29296875,43806.29296875,0
2022-03-03 03:00:00+00:00,43807.78125,43808.203125,43346.87890625,43374.94921875,43374.94921875,5279744
2022-03-03 04:00:00+00:00,43376.04296875,43454.91796875,43297.9453125,43424.421875,43424.421875,0
2022-03-03 05:00:00+00:00,43427.29296875,43488.13671875,43363.0078125,43410.21484375,43410.21484375,0
2022-03-03 06:00:00+00:00,43406.140625,43427.6796875,43054.2421875,43413.58984375,43413.58984375,531111936
2022-03-03 07:00:00+00:00,43421.3359375,43559.53515625,43401.90234375,43408.8671875,43408.8671875,0
2022-03-03 08:00:00+00:00,43422.23046875,43580.83203125,43382.41796875,43415.10546875,43415.10546875,0
2022-03-03 09:00:00+00:00,43434.77734375,43458.97265625,43213.9765625,43214.4921875,43214.4921875,0
2022-03-03 10:00:00+00:00,43212.3046875,43380.29296875,43156.90234375,43361.36328125,43361.36328125,269912064
2022-03-03 11:00:00+00:00,43362.1171875,43543.7109375,43334.640625,43403.1328125,43403.1328125,0
2022-03-03 12:00:00+00:00,43400.0390625,43690.99609375,43352.578125,43540.77734375,43540.77734375,69578752
2022-03-03 13:00:00+00:00,43542.51953125,43855.43359375,43542.51953125,43855.43359375,43855.43359375,0
2022-03-03 14:00:00+00:00,43870.5546875,44009.45703125,43428.99609375,43459.109375,43459.109375,0
2022-03-03 15:00:00+00:00,43467.04296875,43488.7421875,42529.9140625,42586.109375,42586.109375,0
2022-03-03 16:00:00+00:00,42586.0,42689.91015625,42425.98046875,42465.51953125,42465.51953125,0
2022-03-03 17:00:00+00:00,42457.20703125,42490.5546875,42129.15625,42423.2890625,42423.2890625,484001792
2022-03-03 18:00:00+00:00,42428.3828125,42506.3203125,42251.19140625,42266.4765625,42266.4765625,45180928
2022-03-03 19:00:00+00:00,42273.77734375,42403.48046875,42164.38671875,42218.4921875,42218.4921875,0
2022-03-03 20:00:00+00:00,42218.5390625,42239.15234375,41949.5546875,41997.7265625,41997.7265625,689053696
2022-03-03 21:00:00+00:00,41988.796875,42113.9921875,41914.75,42069.0234375,42069.0234375,340252672
2022-03-03 22:00:00+00:00,42074.046875,42590.7421875,42074.046875,42501.23828125,42501.23828125,418054144
2022-03-03 23:00:00+00:00,42502.97265625,42580.24609375,42442.0859375,42451.91796875,42451.91796875,0
2022-03-04 00:00:00+00:00,42458.140625,42479.61328125,41636.109375,41636.109375,41636.109375,542050304
2022-03-04 01:00:00+00:00,41634.171875,41643.09375,41220.171875,41537.171875,41537.171875,1554280448
2022-03-04 02:00:00+00:00,41531.09765625,41537.66015625,41407.59765625,41447.3125,41447.3125,8364032
2022-03-04 03:00:00+00:00,41449.30859375,41476.1796875,41338.0078125,41476.1796875,41476.1796875,0
2022-03-04 04:00:00+00:00,41471.7109375,41471.7109375,41218.01171875,41381.03515625,41381.03515625,216977408
2022-03-04 05:00:00+00:00,41384.53125,41428.109375,41319.421875,41378.53515625,41378.53515625,222373888
2022-03-04 06:00:00+00:00,41375.48828125,41479.19140625,41342.81640625,41401.2578125,41401.2578125,0
2022-03-04 07:00:00+00:00,41404.9765625,41449.98046875,41330.5703125,41403.49609375,41403.49609375,57808896
2022-03-04 08:00:00+00:00,41408.0703125,41679.59765625,41027.52734375,41547.7734375,41547.7734375,1250940928
2022-03-04 09:00:00+00:00,41555.43359375,41714.2890625,41415.82421875,41575.13671875,41575.13671875,681764864
2022-03-04 10:00:00+00:00,41574.1328125,41742.48828125,41551.3125,41698.63671875,41698.63671875,77821952
2022-03-04 11:00:00+00:00,41696.53515625,41844.15625,41638.34765625,41786.64453125,41786.64453125,17364992
2022-03-04 12:00:00+00:00,41744.5625,41744.5625,41415.07421875,41479.9765625,41479.9765625,309821440
2022-03-04 13:00:00+00:00,41476.8984375,41758.3671875,41320.8671875,41320.8671875,41320.8671875,153214976
2022-03-04 14:00:00+00:00,41322.484375,41377.07421875,40839.4140625,40922.49609375,40922.49609375,345681920
2022-03-04 15:00:00+00:00,40980.10546875,41145.03515625,40728.05078125,40778.453125,40778.453125,530704384
2022-03-04 16:00:00+00:00,40767.19921875,40806.26171875,40549.1171875,40785.0625,40785.0625,0
2022-03-04 17:00:00+00:00,40780.609375,40927.35546875,40735.87109375,40855.84375,40855.84375,0
2022-03-04 18:00:00+00:00,40857.48828125,40908.13671875,40673.51953125,40696.56640625,40696.56640625,0
2022-03-04 19:00:00+00:00,40675.62890625,40675.62890625,39939.796875,39939.796875,39939.796875,738185216
2022-03-04 20:00:00+00:00,39907.16796875,39907.16796875,39293.46875,39563.40625,39563.40625,608417792
2022-03-04 21:00:00+00:00,39555.6171875,39555.6171875,39349.421875,39445.9609375,39445.9609375,116762624
2022-03-04 22:00:00+00:00,39448.1875,39469.296875,38805.84765625,38978.40625,38978.40625,453875712
2022-03-04 23:00:00+00:00,39003.04296875,39205.80078125,38947.16015625,39136.60546875,39136.60546875,589568000
2022-03-05 00:00:00+00:00,39148.44921875,39168.3125,38845.33203125,38873.56640625,38873.56640625,89991168
2022-03-05 01:00:00+00:00,38878.1328125,39051.84375,38777.03515625,39000.7421875,39000.7421875,0
2022-03-05 02:00:00+00:00,39002.078125,39045.4375,38919.5234375,38964.109375,38964.109375,0
2022-03-05 03:00:00+00:00,38965.12109375,39110.87890625,38919.171875,39072.609375,39072.609375,86016
2022-03-05 04:00:00+00:00,39073.0703125,39091.49609375,38859.125,38878.34375,38878.34375,0
2022-03-05 05:00:00+00:00,38877.71484375,38976.4140625,38870.6171875,38969.12890625,38969.12890625,224112640
2022-03-05 06:00:00+00:00,38972.1875,39071.87109375,38972.1875,38995.3046875,38995.3046875,0
2022-03-05 07:00:00+00:00,38998.515625,39124.73828125,38987.46875,39044.65234375,39044.65234375,65265664
2022-03-05 08:00:00+00:00,39045.9296875,39174.4609375,39014.68359375,39119.94921875,39119.94921875,0
2022-03-05 09:00:00+00:00,39121.87890625,39121.87890625,39031.34765625,39050.88671875,39050.88671875,0
2022-03-05 10:00:00+00:00,39051.65625,39141.76953125,38907.8671875,39134.0234375,39134.0234375,54853632
2022-03-05 11:00:00+00:00,39137.2578125,39245.328125,39124.7109375,39169.11328125,39169.11328125,30300160
2022-03-05 12:00:00+00:00,39162.96875,39266.546875,39143.58984375,39143.58984375,39143.58984375,0
